"record_id","image_path","original_time","license","source","source_details","source_url","source_name","source_version","original_filename","license_basis","generated_data_indicator","completion_status","required_action","source_dataset_code","source_confidence"
"sha256:68fb9cc437a4416ab0776011f356a8de512394dac678588968921f46ffaaa5c3","data/images/test/DSCF5193_JPG.rf.1c05bd58d7ddd13069aa04ba0d1e7d9d_1_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5193_JPG.rf.1c05bd58d7ddd13069aa04ba0d1e7d9d_1_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:344997c796bf54a5e4b723f1dc2fe963707024cf7648c760178906973bc0ebca","data/images/test/DSCF5193_JPG.rf.1c05bd58d7ddd13069aa04ba0d1e7d9d_3_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5193_JPG.rf.1c05bd58d7ddd13069aa04ba0d1e7d9d_3_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:5be355b2d73f73a1573e35f37faf7f8a1e49bd4cf5f3ffe16f3837e95b7bb9be","data/images/test/DSCF5195_JPG.rf.2a91b3ca3b722dd2d30c84b1246c0535_2_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5195_JPG.rf.2a91b3ca3b722dd2d30c84b1246c0535_2_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:ebe9fd07a3a1f417b9c4ffecfd94ae643ab2e0da13f239ab9f99a07fae392423","data/images/test/DSCF5196_JPG.rf.8f5d700cff9a5afc58d105aa77d42e5b_2_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5196_JPG.rf.8f5d700cff9a5afc58d105aa77d42e5b_2_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:b7baaf4b0c3da788b8aab1c6db876598f65e1d3f85134963f995e2aa8d84634c","data/images/test/DSCF5197_JPG.rf.8dc62806ce9afd9a386c7a15af42fcee_2_0.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5197_JPG.rf.8dc62806ce9afd9a386c7a15af42fcee_2_0.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:6f3288762ababc569e2804f5248b3feb74f658ecd8e732abb133a0b2248f308b","data/images/test/DSCF5198_JPG.rf.d31e7341487fea9b1b7e74fa4fbf2d9b_2_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5198_JPG.rf.d31e7341487fea9b1b7e74fa4fbf2d9b_2_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:de92b53066bfb8ff0dc0cd768600a9d5bad1bcdcfa627f08c0dd870cebbfb354","data/images/test/DSCF5199_JPG.rf.f500bb41533cd356db4e1c6e8c587426_3_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5199_JPG.rf.f500bb41533cd356db4e1c6e8c587426_3_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:2f948def94ad2197fab0c674ca5ecad2ff92455b7fda574689db552eaac29442","data/images/test/DSCF5200_JPG.rf.9ffd70b221d92fbc0a2cf7f378b04b1b_3_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5200_JPG.rf.9ffd70b221d92fbc0a2cf7f378b04b1b_3_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:e38e51ccb1f531747ec66d4fb3f1f2ea0bdf1c171027eebd5eb265a9b2d161bc","data/images/test/DSCF5201_JPG.rf.76543d541c943e839f8a0092709ecf4e_0_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5201_JPG.rf.76543d541c943e839f8a0092709ecf4e_0_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:43f50c2f4c47078ff1e5722a1ddf9ed9fb1a20bc96b1d600747e8a0090786143","data/images/test/DSCF5201_JPG.rf.76543d541c943e839f8a0092709ecf4e_2_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5201_JPG.rf.76543d541c943e839f8a0092709ecf4e_2_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:515e25b1862396f580d331ecb3348e11683ddf349c495119ff295ccd42d75ff6","data/images/test/DSCF5201_JPG.rf.76543d541c943e839f8a0092709ecf4e_3_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5201_JPG.rf.76543d541c943e839f8a0092709ecf4e_3_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:fb524230717101b1382a1aeb5998b4bf757ac1d8167430ca61b374df14865cfd","data/images/test/DSCF5203_JPG.rf.252460ac2dcfc3a843f95cb0e61ab6d9_3_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5203_JPG.rf.252460ac2dcfc3a843f95cb0e61ab6d9_3_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:981e12da529fe836b183f1cf67ccba0a2628cdd82144abe801e2241ccedf2563","data/images/test/DSCF5203_JPG.rf.252460ac2dcfc3a843f95cb0e61ab6d9_3_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5203_JPG.rf.252460ac2dcfc3a843f95cb0e61ab6d9_3_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:740d5140623fb7859ddefb6aa2dc3685f8e77d43c115371f1a010aef4a9bf07c","data/images/test/DSCF5203_JPG.rf.252460ac2dcfc3a843f95cb0e61ab6d9_5_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5203_JPG.rf.252460ac2dcfc3a843f95cb0e61ab6d9_5_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:9cb10636271d06274561d10b7eaf1328cce07998ac889f541ecb057515446b72","data/images/test/DSCF5204_JPG.rf.259cf71665dbe012ce52778a29958f4b_0_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5204_JPG.rf.259cf71665dbe012ce52778a29958f4b_0_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:206b1813d47874ba671d20114e6a522ea1e66073e6ebb7ff7a1abeb2c2abac93","data/images/test/DSCF5204_JPG.rf.259cf71665dbe012ce52778a29958f4b_1_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5204_JPG.rf.259cf71665dbe012ce52778a29958f4b_1_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:d55001d2459c1f9fdda483d8d09b94cedc3ae95586ce14e1977d5a402299e169","data/images/test/DSCF5204_JPG.rf.259cf71665dbe012ce52778a29958f4b_4_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5204_JPG.rf.259cf71665dbe012ce52778a29958f4b_4_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:e0bb7e33c717a414cf198827b0ec0ee00066dda6a7dc867855c9b534f76d90b9","data/images/test/DSCF5207_JPG.rf.3f7338966b970006c933fe02e2978872_1_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5207_JPG.rf.3f7338966b970006c933fe02e2978872_1_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:f33d690411e15bd79029a20bfc5838eebeeeff3eb8e13895d4294fc26a1e350a","data/images/test/DSCF5207_JPG.rf.3f7338966b970006c933fe02e2978872_3_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5207_JPG.rf.3f7338966b970006c933fe02e2978872_3_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:dfd42962c96372e2f97b601eaadb649414675e3f98e071eabd3455063f27e51b","data/images/test/DSCF5208_JPG.rf.cc81588d447889cdbf2f21d957d04fdf_0_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5208_JPG.rf.cc81588d447889cdbf2f21d957d04fdf_0_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:f89b2b6f7edc08dd8b6d9fcf089af7b987ddd10a87a9717d423857528eb119a9","data/images/test/DSCF5209_JPG.rf.b665c6b8a7f209207b6662d64662447d_3_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5209_JPG.rf.b665c6b8a7f209207b6662d64662447d_3_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:732e9ce6185d1b9898d68d4cd23e55d976aefd285592cdd9ed0595f4d29a408f","data/images/test/DSCF5209_JPG.rf.b665c6b8a7f209207b6662d64662447d_4_6.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5209_JPG.rf.b665c6b8a7f209207b6662d64662447d_4_6.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:f188ef0df45c0905a9c76a023e8331ec58cfcdef80a66973bce74dacf6cf1d4a","data/images/test/DSCF5210_JPG.rf.2c170546524495d354b1da16a1869d9a_1_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5210_JPG.rf.2c170546524495d354b1da16a1869d9a_1_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:146f1352da6754435ecf4fdb2ad17fe90c776ec4c4c243aa72247c0a642ea401","data/images/test/DSCF5210_JPG.rf.2c170546524495d354b1da16a1869d9a_3_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5210_JPG.rf.2c170546524495d354b1da16a1869d9a_3_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:e2d8f0b121e3942d68a4dab933633413a78bdc818b560610598fedc290e47b55","data/images/test/DSCF5211_JPG.rf.520d5461b980ad9b1a5585a71d363b18_3_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","DSCF5211_JPG.rf.520d5461b980ad9b1a5585a71d363b18_3_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
